_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3175633,324252723,23171916,3,2023-10-29T03:30:00,"S 18th St & Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,ROBBERY,3701 Robbery. / 2702 Aggravated Assault. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3928 Unauthorized Use of Automobile and Other Vehicles.,1702,3,3,-79.98047172937527,40.429686856114635
3175634,324205821,23171049,10,2023-10-27T20:00:00,"500 Block N Negley Ave Pittsburgh, PA 15206",N,Garfield,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1114,9,2,-79.92772733738052,40.46781949813814
3175635,324207963,23170739,99,2023-10-27T10:45:00,"6400 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,MENTAL 201/302,9498 302 (Mental),1115,,,,
3175636,324212725,23171176,0,2023-10-28T00:15:00,"800 Block Loyal Way Pittsburgh, PA 15210",Y,Allentown,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 3736 Reckless Driving / 1311 Registration Card to be Signed and Exhibited on Demand. / 1501 Drivers Required to be Licensed. / 1786 Required Financial Responsibility. / 3301 Driving on Right Side of Roadway.,1803,3,5,-79.99365721367347,40.419560428309936
3175637,324244013,23171700,6,2023-10-28T20:00:00,"3000 Block Iowa St Pittsburgh, PA 15219",N,Upper Hill,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,506,6,3,-79.95856426986792,40.4487881616035
3175638,324256251,23171978,6,2023-10-29T08:00:00,"Lawn St & Ophelia St Pittsburgh, PA 15213",N,South Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,409,6,3,-79.96577404988031,40.435747647646096
3175639,324256958,23172005,0,2023-10-29T09:35:00,"300 Block 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): Harassment,201,6,6,-80.00161356345536,40.438866132202165
3175640,324266286,23172120,99,2023-10-29T14:00:00,"7100 Block Mary Peck Bond Pl Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1201,,,,
3175641,324060081,23169852,0,2023-10-25T20:19:00,"400 Block Avery St Pittsburgh, PA 15212",N,East Allegheny,1,99,9998 Overdose Other,2304,1,1,-80.0013156302337,40.45281498398088
3175642,324122352,23170304,99,2023-10-26T16:02:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3175643,324122365,23170303,99,2023-10-26T14:57:00,"1200 Block Western  Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3175644,324126234,23170355,27,2023-10-26T16:00:00,"900 Block Carpenter Way Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2406,,,,
3175645,324142246,23170635,6,2023-10-27T03:04:00,"100 Block 48th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,901,,,,
3175646,324144433,23170559,0,2023-10-26T23:17:00,"50 Block 11th St Pittsburgh, PA 15219",Y,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,3,3,-79.98767553769906,40.42896749627302
3175647,324195640,23168357,0,2023-10-23T15:00:00,"Market Square Pittsburgh, PA 15222",N,Crawford-Roberts,2,99,9999 9999 - (Misc. Incident): ,305,,,NaN,NaN
3175648,323289237,23163110,10,2023-10-13T19:30:00,"6200 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,SIMPLE ASSAULT,2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 3926(a)(4) Theft of services; ACQUISITION OF SERVICES - refusal to pay or offer to pay for a service (hotels and restaurants),1115,9,2,-79.92205139428822,40.46165532418406
3175649,323289838,23163114,99,2023-10-13T21:52:00,"900 Block Chartiers Ave Pittsburgh, PA 15220",N,Elliott,6,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,2020,2,5,-80.03968623077861,40.44347774987362
3175650,323290012,23163120,99,2023-10-13T22:23:00,"100 Block Oakbrook Cir Pittsburgh, PA 15220",N,Westwood,6,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2811,,,,
3175651,323666703,23166230,0,2023-10-19T16:52:00,"1000 Block Arlington Ave Pittsburgh, PA 15203",N,Allentown,3,99,9999 9999 - (Misc. Incident): ,1803,3,5,-79.98897054961961,40.42439824393966
3175652,323669856,23166441,99,2023-10-19T23:48:00,"7700 Block Brashear St Pittsburgh, PA 15221",N,Point Breeze,4,MENTAL 201/302,9498 302 (Mental),1406,9,3,-79.89465010872318,40.44493443611808
3175653,323670078,23164405,6,2023-10-16T13:50:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,706,,,,
3175654,323719452,23166885,99,2023-10-20T19:14:00,"2300 Block N Charles St Pittsburgh, PA 15214",N,Perry South,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2614,,,,
3175655,323764525,23167621,10,2023-10-22T00:48:00,"5000 Block Columbo St Pittsburgh, PA 15224",Y,Garfield,5,SIMPLE ASSAULT,2701 Simple Assault.,1016,,,,
3175656,323433350,23164544,0,2023-10-16T09:48:00,"5800 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): suspicious neighbor,1408,5,3,-79.9228071341134,40.43791098906633
3175657,-3560102798,23164959,99,2023-10-17T13:01:00,"2300 Block Mc Monagle Ave Pittsburgh, PA 15216",N,Banksville,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2023,2,5,-80.04789773470138,40.40081153042716
3175658,323976565,23169240,29,2023-10-24T21:07:00,"1500 Block Buena Vista St Pittsburgh, PA 15212",N,Central North Side,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2503,6,1,-80.01454683255048,40.457016829237475
3175659,324117595,23170256,11,2023-10-20T16:45:00,"1000 Block Washington Blvd Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT OF LEASED PROPERTY,3932 Theft of Leased Property.,1203,9,2,-79.90560241034635,40.46264559936112
3175660,324119242,23170288,27,2023-10-26T14:15:00,"1900 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1413,5,3,-79.92306794719867,40.43587962230115
3175661,324120615,23168388,0,2023-10-23T13:50:00,"Parkman Ave & Lytton Ave Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): ,403,8,3,-79.95745490840645,40.44788221954722
3175662,324088037,23170027,14,2023-10-26T05:30:00,"2400 Block Shady Ave Pittsburgh, AR 15217",N,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1408,5,3,-79.92063686162334,40.430036065319804
3175663,324261049,23171909,10,2023-10-29T12:26:00,"3500 Block Fleming Ave Pittsburgh, PA 15212",N,Brighton Heights,1,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief.,2703,1,1,-80.03847786920598,40.47859549639946
3175664,324271166,23172252,3,2023-10-29T19:19:00,"Smithfield St & 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-79.99989132962422,40.438220057480564
3175665,324273716,23172301,27,2023-10-29T19:25:00,"Liberty Ave & S Evaline St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,804,7,2,-79.94218102313188,40.45799068653658
3175666,324274894,23170274,6,2023-10-26T11:19:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,Central North Side,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 4914 False Identification to Law Enforcement Authorities,201,6,1,-80.01656850562077,40.45687440924445
3175667,324275420,23172311,99,2023-10-29T20:57:00,"1700 Block Perrysville Ave Pittsburgh, PA 15212",N,Perry South,1,MENTAL 201/302,9498 302 (Mental),2614,6,1,-80.00954802182409,40.46056913246381
3175668,324276854,23172337,6,2023-10-29T18:55:00,"500 Block N Dunfermline St Pittsburgh, PA 15208",N,Homewood South,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1303,9,2,-79.89474609616786,40.45316493826375
3175669,324289894,23172436,0,2023-10-30T05:35:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): Cardiac arrest,103,6,6,-79.99459104985328,40.435334670473395
3175670,323316049,23163550,0,2023-10-14T18:00:00,"300 Block Bradley St Pittsburgh, PA 15211",N,South Side Slopes,3,99,425.26 Miscellaneous,1706,,,,
3175671,323320368,23163674,6,2023-10-14T23:31:00,"1300 Block Woods Run Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3503 Criminal Trespass,2715,,,-79.88299772238544,40.44622031994139
3175672,323406517,23164319,99,2023-10-16T10:57:00,"4000 Block Penn Ave Pittsburgh, PA 15201",N,Central Lawrenceville,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),902,7,2,-79.95792744691327,40.46518837697906
3175673,323409392,23164318,99,2023-10-16T11:05:00,"100 Block Station Square Dr W Pittsburgh, PA 15219",N,South Shore,3,MENTAL 201/302,9498 302 (Mental),1921,2,5,-80.00364780244968,40.43339608462265
3175674,323422167,23164447,18,2023-10-16T14:50:00,"4th Ave & Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,201,6,6,-79.99954725828158,40.43873268455722
3175675,323587763,23165719,10,2023-10-18T18:36:00,"10 Block De Foe St Pittsburgh, PA 15214",Y,Perry North,1,HARRASSMENT,2709 Harassment (Non-Specific),2602,1,1,-80.01678605792213,40.487649813092176
3175676,323591619,23165817,10,2023-10-18T21:42:00,"2600 Block Shadeland Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2704,,,,
3175677,323594796,23165862,6,2023-10-19T00:15:00,"1700 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,,,,
3175678,323599544,23165927,26,2023-10-19T04:50:00,"800 Block Climax St Pittsburgh, PA 15210",N,Allentown,3,LOITERING PROWLING AT NIGHT,5506 Loitering and Prowling at Night,1803,3,5,-79.99366007797721,40.41997542893199
3175679,323216862,23162589,10,2023-10-13T03:42:00,"1100 Block Penn Ave Pittsburgh, PA 15222",Y,Strip District,2,SIMPLE ASSAULT,2701 Simple Assault.,203,7,6,-79.99382483896278,40.44494897518172
3175680,323401552,23164331,0,2023-10-16T11:25:00,"800 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,1702,3,3,-79.9908939455234,40.42809192580887
3175681,323571622,23122835,10,2023-10-18T14:30:00,"300 Block E Elizabeth Trwy Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT,2701 Simple Assault.,1515,5,3,-79.9472120826774,40.40656849017254
3175682,323591544,23165820,10,2023-10-18T21:30:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,SIMPLE ASSAULT,2701 Simple Assault.,2509,6,1,-80.00698339373714,40.46031055249301
3175683,323719924,23166738,0,2023-10-20T13:05:00,"Smithfield St & Blvd Of The Allies Pittsburgh, PA 15222",Y,Central Business District,2,99,1786 Required Financial Responsibility.,201,6,6,-80.00018322115504,40.43778601323415
3175684,323216868,23162600,99,2023-10-13T04:22:00,"1100 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,MENTAL 201/302,9498 302 (Mental),201,7,6,-79.9923774443368,40.44416294450934
3175685,323294831,23163239,3,2023-10-14T02:26:00,"40 Block Meritt Ave Pittsburgh, PA 15227",N,Carrick,3,ROBBERY,3701 Robbery. / 3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,2904,4,3,-79.97953625699499,40.38378832328721
3175686,323310302,23163462,6,2023-10-14T14:15:00,"1900 Block Wharton St Pittsburgh, PA 15210",N,East Hills,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1306,,,,
3175687,323316354,23163615,6,2023-10-14T20:55:00,"800 Block Pennsylvania Ave Pittsburgh, PA 15233",N,California-Kirkbride,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2507,6,1,-80.01538856312071,40.45610555209952
3175688,323285183,23162909,5,2023-10-13T15:27:00,"5300 Block 5th Ave Pittsburgh, PA 15232",N,Squirrel Hill North,4,BURGLARY,3502 Burglary.,1402,8,3,-79.93475690996164,40.44791689485388
3175689,323304222,23163335,14,2023-10-14T10:00:00,"300 Block Moore Ave Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,3,5,-79.99301004726036,40.411360091737684
3175690,323333881,23163915,14,2023-10-15T13:00:00,"6700 Block Deary St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1203,9,2,-79.90250085313423,40.46495112706074
3175691,323352060,23164068,29,2023-10-15T20:01:00,"7200 Block Finance St Pittsburgh, PA 15208",N,Homewood South,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1303,9,2,-79.89842624967821,40.45285583326364
3175692,323515288,23165127,10,2023-10-17T18:10:00,"7100 Block Everton St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304 Criminal Mischief.",1202,,,,
3175693,323588449,23165754,18,2023-10-18T19:47:00,"900 Block Brushton Ave Pittsburgh, PA 15221",Y,Homewood North,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,1301,9,2,-79.88807485915886,40.45555791050624
3175694,324028206,23169450,4,2023-10-25T09:00:00,"2600 Block Brownsville Rue Pittsburgh, PA 15227",Y,Carrick,3,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 607.03 Discharging Firearm or Airgun,2904,4,3,-79.97880436583105,40.3854502648648
3175695,324324110,23172496,6,2023-10-30T09:00:00,"4400 Block Howley St Pittsburgh, PA 15224",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,903,,,,
3175696,324329256,23172570,99,2023-10-26T12:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3175697,324335200,23172541,6,2023-10-30T07:30:00,"5800 Block Black St Pittsburgh, PA 15206",N,East Liberty,5,THEFT FROM AUTO,3934 Theft from Vehicle,1113,9,2,-79.92464652361116,40.46775216119375
3175698,324356346,23172682,27,2023-10-30T16:15:00,"5th Ave & Darragh St Pittsburgh, PA 15213",N,West Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,402,3,3,-79.96016834941912,40.44055453489371
3175699,324362050,23172750,0,2023-10-30T18:21:00,"Baum Blvd & Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,99,3112 Traffic-Control Signals. / 9999 9999 - (Misc. Incident): non-reportable crash,804,7,2,-79.93964316707483,40.45663498367191
3175700,323659832,23166224,0,2023-10-19T02:30:00,"1000 Block Romine Ave Port Vue, PA 15133",N,North Oakland,OSC,99,9093 Indirect Criminal Contempt,403,,,-79.87243659880254,40.34539065569702
3175701,323666614,23166250,27,2023-10-19T17:32:00,"2200 Block Mc Monagle Ave Pittsburgh, PA 15216",Y,Banksville,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2023,2,5,-80.04466884276898,40.39978012814081
3175702,323670262,23165909,10,2023-10-19T01:30:00,"400 Block Cape May Ave Pittsburgh, PA 15216",Y,Beechview,6,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1916,,,,
3175703,323710769,23166729,0,2023-10-20T12:27:00,"Marshall Ave & Brighton Rd Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): ,2615,6,1,-80.02501639033794,40.466895102018164
3175704,323729315,23167016,99,2023-10-20T23:59:00,"600 Block Napor Blvd Pittsburgh, PA 15205",Y,Fairywood,6,INDUSTRIAL ACCIDENT,9491 Industrial Accident / 9496 Dead on Arrival (DOA),2808,2,5,-80.08843755926007,40.44608717614079
3175705,323516972,23165252,99,2023-10-17T23:49:00,"1400 Block Hyde St Pittsburgh, PA 15205",N,Westwood,6,AIDED CASE,9497 Aided Case,2811,2,5,-80.05473922493081,40.43410005406315
3175706,323518198,23162555,10,2023-10-13T01:58:00,"9th St & Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.99834797103081,40.44375079055259
3175707,323578046,23165672,10,2023-10-18T17:10:00,"2000 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2901,4,3,-79.98686773084695,40.39496594765814
3175708,323578876,23165702,27,2023-10-17T16:50:00,"5600 Block 5th Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,703,8,3,-79.93054340023178,40.44916252170552
3175709,323639355,23166127,6,2023-10-19T12:30:00,"200 Block Hillside Dr Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,305,,,,
3175710,323656778,23166215,99,2023-10-19T15:15:00,"3800 Block O Hara St Pittsburgh, PA 15213",Y,North Oakland,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,403,,,,
3175711,323787387,23167878,99,2023-10-22T01:00:00,"100 Block 6th St Pittsburgh, PA 15222",N,Central Business District,2,LOST PROPERTY,9504 Lost Property,201,6,6,-80.00274190443444,40.44404737191309
3175712,323794017,23168019,6,2023-10-22T19:30:00,"2100 Block Merriman Way Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1609,3,3,-79.9758757522832,40.43065540473006
3175713,323794609,23168024,6,2023-10-22T19:53:00,"Baum Blvd & Roup Ave Pittsburgh, PA 15232",N,Friendship,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,807,7,2,-79.93460056619254,40.45812665440648
3175714,323316470,23163629,27,2023-10-14T21:12:00,"900 Block P J Mc Ardle Rdwy Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1785 Proof of Financial Responsibility Following Accident. / 3736 Reckless Driving,1702,3,3,-79.98965648814094,40.42711669329968
3175715,323320407,23163710,10,2023-10-15T01:00:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 9015 Failure To Appear/Arrest on Attachment Order / 9501 Bench Warrant / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2304,1,1,-80.00090780760613,40.450893557101246
3175716,323320490,23068851,18,2023-10-15T01:00:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 627.02(b)(i) Possessing a small amount of marijuana,2304,1,1,-80.00090780760613,40.450893557101246
3175717,323286626,23163001,10,2023-10-13T18:20:00,"Grant St & Oliver Ave Pittsburgh, PA 15219",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,201,6,6,-79.99633550636769,40.44011224347301
3175718,323344311,23164056,6,2023-10-15T02:30:00,"1200 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1702,3,3,-79.98621319665266,40.42858285987488
3175719,324414975,23173040,27,2023-10-31T08:45:00,"1900 Block Ley St Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2406,1,1,-79.98176499533265,40.466015912648494
3175720,324447445,23173249,23,2023-10-31T17:00:00,"Liberty Ave & Tito Way Pittsburgh, PA 15222",N,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 9998 Overdose Other,201,6,6,-79.9989566937349,40.44268589865075
3175721,324450380,23173260,0,2023-10-31T17:12:00,"7200 Block Mt Vernon St Pittsburgh, PA 15208",N,Homewood North,5,99,9999 9999 - (Misc. Incident): ,1302,9,2,-79.89440108300467,40.46119407835219
3175722,324452478,23170883,0,2023-10-31T20:30:00,"300 Block 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9994 PFA Service,201,6,6,-80.00161356345536,40.438866132202165
